time,cars,wait,queue
0,0,0.0,0
1,0,0.0,0
2,0,0.0,0
3,1,0.0,1
4,1,0.0,0
5,2,0.0,1
6,2,0.0,0
7,4,0.0,2
8,5,0.0,1
9,5,0.0,0
10,6,0.0,1
11,7,0.0,1
12,7,0.0,0
13,7,0.0,0
14,8,0.0,1
15,8,0.0,0
16,8,0.0,0
17,9,0.0,1
18,9,0.0,0
19,9,0.0,0
20,9,0.0,0
21,9,0.0,0
22,9,0.0,0
23,9,0.0,0
24,11,0.0,2
25,11,2.0,2
26,11,4.0,2
27,11,7.0,3
28,11,10.0,3
29,11,14.0,6
30,11,18.0,4
31,11,8.0,2
32,11,0.0,0
33,12,0.0,1
34,12,0.0,1
35,12,0.0,0
36,13,0.0,1
37,13,0.0,0
38,14,0.0,1
39,14,0.0,0
40,15,0.0,1
41,15,0.0,1
42,16,1.0,2
43,16,2.0,1
44,16,3.0,1
45,17,5.0,3
46,17,7.0,2
47,16,9.0,3
48,17,11.0,3
49,15,13.0,2
50,15,15.0,2
51,14,19.0,4
52,16,23.0,6
53,16,27.0,5
54,16,31.0,4
55,16,37.0,6
56,16,43.0,5
57,18,49.0,7
58,18,55.0,5
59,17,61.0,5
60,18,62.0,7
61,18,37.0,4
62,18,23.0,3
63,18,13.0,2
64,19,5.0,2
65,21,2.0,4
66,21,3.0,2
67,21,5.0,2
68,21,7.0,3
69,22,10.0,4
70,24,13.0,5
71,24,16.0,3
72,24,19.0,3
73,26,23.0,6
74,27,27.0,5
75,27,31.0,4
76,27,36.0,6
77,28,41.0,6
78,28,46.0,6
79,27,51.0,5
80,28,57.0,7
81,27,64.0,8
82,27,71.0,7
83,26,78.0,8
84,26,86.0,8
85,26,94.0,10
86,27,103.0,10
87,26,112.0,9
88,26,122.0,10
89,26,132.0,11
90,26,144.0,12
91,25,109.0,11
92,25,76.0,10
93,25,48.0,9
94,26,32.0,9
95,26,23.0,6
96,26,17.0,4
97,25,15.0,5
98,26,19.0,5
99,27,22.0,5
100,27,29.0,6
101,28,37.0,8
102,28,46.0,8
103,30,56.0,11
104,31,66.0,10
105,31,77.0,10
106,32,88.0,11
107,32,101.0,13
108,33,115.0,14
109,33,129.0,14
110,33,145.0,15
111,33,162.0,17
112,33,180.0,17
113,33,199.0,19
114,33,218.0,18
115,33,238.0,20
116,33,258.0,19
117,33,279.0,21
118,33,301.0,21
119,33,323.0,22
120,33,345.0,21
121,34,283.0,20
122,33,234.0,18
123,33,196.0,15
124,32,166.0,13
125,32,168.0,12
126,33,151.0,12
127,33,135.0,9
128,33,123.0,10
129,34,113.0,12
130,35,103.0,12
131,35,95.0,12
132,35,87.0,12
133,36,79.0,13
134,37,74.0,14
135,37,89.0,14
136,37,105.0,15
137,37,124.0,18
138,38,130.0,18
139,38,138.0,18
140,38,148.0,21
141,39,160.0,22
142,39,170.0,21
143,39,182.0,20
144,39,195.0,22
145,39,210.0,22
146,40,232.0,23
147,41,248.0,23
148,41,267.0,22
149,42,289.0,23
150,43,313.0,24
151,43,271.0,23
152,44,232.0,22
153,44,212.0,20
154,43,191.0,17
155,43,175.0,18
156,44,159.0,17
157,43,155.0,17
158,43,139.0,16
159,43,145.0,18
160,43,132.0,17
161,44,121.0,20
162,44,120.0,19
163,44,132.0,19
164,44,125.0,20
165,45,145.0,23
166,45,167.0,22
167,45,191.0,24
168,45,219.0,27
169,45,247.0,27
170,46,276.0,29
171,45,307.0,30
172,45,338.0,30
173,44,370.0,31
174,44,402.0,32
175,45,434.0,32
176,44,445.0,31
177,44,457.0,31
178,44,470.0,31
179,43,483.0,31
180,44,495.0,31
181,44,469.0,30
182,44,425.0,27
183,44,381.0,25
184,44,331.0,24
185,46,287.0,21
186,46,250.0,19
187,46,211.0,16
188,46,195.0,14
189,46,164.0,14
190,48,126.0,14
191,47,112.0,12
192,47,73.0,11
193,46,38.0,9
194,47,49.0,12
195,47,62.0,13
196,48,76.0,15
197,48,93.0,17
198,48,110.0,17
199,47,130.0,20
200,48,152.0,22
201,48,176.0,23
202,47,202.0,25
203,47,230.0,28
204,46,258.0,28
205,46,288.0,29
206,46,320.0,31
207,47,352.0,33
208,47,385.0,32
209,47,417.0,32
210,46,451.0,33
211,46,437.0,32
212,45,403.0,30
213,46,370.0,30
214,46,339.0,28
215,45,304.0,24
216,45,283.0,23
217,44,246.0,22
218,45,209.0,20
219,45,194.0,21
220,44,190.0,18
221,44,172.0,17
222,44,134.0,15
223,45,95.0,14
224,45,75.0,11
225,45,75.0,11
226,45,88.0,12
227,44,92.0,13
228,45,108.0,16
229,45,125.0,16
230,46,144.0,19
231,46,166.0,21
232,45,189.0,23
233,45,212.0,22
234,45,237.0,25
235,44,265.0,27
236,44,293.0,28
237,44,322.0,28
238,45,350.0,30
239,45,380.0,29
240,45,412.0,31
241,44,392.0,30
242,44,356.0,30
243,45,322.0,29
244,45,287.0,27
245,45,254.0,25
246,46,243.0,24
247,45,212.0,23
248,45,198.0,23
249,44,166.0,19
250,44,151.0,18
251,45,125.0,17
252,45,101.0,15
253,45,77.0,14
254,45,79.0,13
255,45,84.0,12
256,46,98.0,15
257,46,112.0,14
258,45,127.0,15
259,46,143.0,16
260,47,162.0,19
261,46,181.0,18
262,46,201.0,20
263,46,223.0,21
264,46,246.0,23
265,44,270.0,23
266,44,295.0,24
267,44,322.0,27
268,43,350.0,27
269,44,378.0,29
270,44,406.0,27
271,44,380.0,26
272,43,340.0,26
273,45,300.0,26
274,45,268.0,26
275,44,232.0,22
276,44,199.0,21
277,43,183.0,20
278,44,150.0,19
279,44,141.0,17
280,44,113.0,15
281,44,98.0,15
282,45,76.0,14
283,45,59.0,12
284,45,68.0,13
285,45,83.0,15
286,45,93.0,13
287,45,108.0,15
288,45,124.0,15
289,46,143.0,19
290,46,165.0,21
291,47,187.0,23
292,47,205.0,23
293,46,225.0,23
294,45,245.0,24
295,43,267.0,24
296,45,290.0,27
297,45,312.0,25
298,45,336.0,25
299,45,362.0,25
300,47,390.0,29
301,47,354.0,26
302,48,315.0,24
303,48,279.0,22
304,48,245.0,21
305,49,212.0,21
306,49,204.0,21
307,49,198.0,20
308,48,171.0,19
309,48,145.0,17
310,48,124.0,17
311,48,106.0,16
312,48,88.0,15
313,48,79.0,14
314,48,86.0,15
315,48,101.0,15
316,47,118.0,18
317,48,138.0,20
318,48,158.0,19
319,47,180.0,21
320,46,204.0,23
321,46,230.0,26
322,44,258.0,27
323,44,287.0,28
324,43,316.0,28
325,43,346.0,29
326,43,377.0,31
327,43,409.0,31
328,42,441.0,31
329,41,474.0,32
330,41,507.0,32
331,42,484.0,32
332,42,446.0,29
333,42,407.0,26
334,42,369.0,25
335,41,328.0,22
336,42,287.0,21
337,41,269.0,20
338,41,248.0,17
339,41,203.0,16
340,42,170.0,15
341,42,146.0,12
342,42,113.0,12
343,42,79.0,10
344,43,65.0,10
345,43,77.0,11
346,44,87.0,11
347,44,101.0,13
348,43,115.0,13
349,44,132.0,17
350,46,151.0,21
351,46,171.0,19
352,46,193.0,21
353,44,215.0,21
354,45,238.0,23
355,46,265.0,28
356,46,290.0,25
357,45,317.0,26
358,45,346.0,28
359,46,375.0,30
360,46,405.0,30
361,46,365.0,30
362,46,325.0,27
363,45,286.0,25
364,46,251.0,25
365,46,220.0,23
366,45,193.0,21
367,45,183.0,21
368,46,162.0,21
369,45,143.0,20
370,45,132.0,19
371,45,127.0,20
372,45,111.0,19
373,46,92.0,17
374,46,93.0,16
375,46,107.0,17
376,45,121.0,17
377,46,139.0,21
378,47,161.0,22
379,48,180.0,23
380,48,202.0,24
381,47,226.0,25
382,48,251.0,27
383,48,280.0,28
384,49,310.0,30
385,49,338.0,28
386,49,368.0,29
387,49,400.0,32
388,48,433.0,32
389,49,467.0,34
390,49,502.0,34
391,48,481.0,33
392,48,438.0,31
393,48,398.0,31
394,47,357.0,27
395,47,313.0,25
396,47,275.0,23
397,46,239.0,21
398,46,224.0,22
399,46,187.0,18
400,46,177.0,20
401,45,145.0,18
402,46,118.0,19
403,46,101.0,17
404,46,92.0,16
405,46,112.0,19
406,46,133.0,20
407,47,153.0,22
408,47,176.0,23
409,47,200.0,24
410,48,228.0,28
411,48,257.0,27
412,47,288.0,30
413,47,304.0,32
414,48,321.0,33
415,47,342.0,35
416,47,360.0,33
417,47,378.0,33
418,47,397.0,32
419,47,416.0,32
420,48,438.0,34
421,48,406.0,30
422,48,388.0,30
423,48,355.0,28
424,48,311.0,28
425,49,267.0,26
426,49,260.0,25
427,49,211.0,21
428,48,177.0,19
429,48,154.0,19
430,48,143.0,18
431,48,130.0,20
432,48,101.0,18
433,48,71.0,14
434,48,78.0,15
435,48,73.0,15
436,48,83.0,16
437,49,96.0,16
438,49,112.0,16
439,48,130.0,18
440,47,150.0,20
441,47,172.0,23
442,47,194.0,22
443,47,218.0,24
444,46,242.0,23
445,45,268.0,25
446,44,295.0,26
447,43,322.0,26
448,42,349.0,26
449,42,377.0,28
450,42,406.0,29
451,42,376.0,26
452,42,344.0,24
453,41,314.0,24
454,41,286.0,23
455,41,275.0,22
456,41,245.0,20
457,41,211.0,16
458,41,182.0,15
459,42,172.0,17
460,43,160.0,15
461,43,131.0,13
462,43,98.0,11
463,43,67.0,11
464,44,60.0,13
465,45,72.0,14
466,45,86.0,14
467,43,103.0,16
468,44,121.0,18
469,44,142.0,20
470,44,163.0,22
471,44,187.0,24
472,44,212.0,24
473,45,238.0,26
474,46,265.0,27
475,47,293.0,28
476,47,322.0,28
477,48,353.0,31
478,47,385.0,31
479,47,417.0,31
480,47,449.0,32
481,47,429.0,30
482,47,411.0,30
483,47,370.0,29
484,47,336.0,27
485,47,305.0,26
486,47,271.0,25
487,47,238.0,22
488,46,204.0,20
489,47,180.0,22
490,46,169.0,21
491,46,138.0,17
492,46,106.0,14
493,47,101.0,15
494,47,98.0,16
495,47,112.0,16
496,47,108.0,16
497,47,105.0,15
498,48,123.0,18
499,47,143.0,19
